State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Dharashiv(Usmanabad),Dharashiv,Lime,Other,Local,15-09-2024,2000,7100,4550
Maharashtra,Dharashiv(Usmanabad),Dharashiv,Onion,Red,FAQ,15-09-2024,3100,5500,4300
Maharashtra,Jalgaon,Bhusaval,Bottle gourd,Other,FAQ,15-09-2024,1000,1000,1000
Maharashtra,Jalgaon,Bhusaval,Cabbage,Other,FAQ,15-09-2024,600,1000,800
Maharashtra,Jalgaon,Bhusaval,Lime,Other,Local,15-09-2024,5000,6000,5500
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,FAQ,15-09-2024,1000,3000,2000
Maharashtra,Nagpur,Kamthi,Bhindi(Ladies Finger),Other,FAQ,15-09-2024,2000,3000,2500
Maharashtra,Nagpur,Kamthi,Tomato,Local,FAQ,15-09-2024,3000,4000,3500
Maharashtra,Nagpur,Ramtek,Chilly Capsicum,Other,FAQ,15-09-2024,4000,4200,4100
Maharashtra,Nagpur,Ramtek,Ridgeguard(Tori),Other,FAQ,15-09-2024,1800,2000,1900
Maharashtra,Pune,Junnar(Alephata),Pomegranate,Other,Local,15-09-2024,4000,17500,8000
Maharashtra,Pune,Pune,Bitter gourd,Other,FAQ,15-09-2024,2000,3500,2750
Maharashtra,Pune,Pune,Chilly Capsicum,Other,FAQ,15-09-2024,2000,6000,4000
Maharashtra,Pune,Pune,Cucumbar(Kheera),Other,FAQ,15-09-2024,1150,3000,2075
Maharashtra,Pune,Pune,Green Chilli,Other,FAQ,15-09-2024,3500,5000,4250
Maharashtra,Pune,Pune,Lime,Other,Local,15-09-2024,800,5800,3300
Maharashtra,Pune,Pune,Spinach,Other,FAQ,15-09-2024,8,20,14
Maharashtra,Pune,Pune,Tomato,Local,FAQ,15-09-2024,600,2200,1400
Maharashtra,Pune,Pune(Moshi),Apple,Other,Local,15-09-2024,10000,10000,10000
Maharashtra,Pune,Pune(Moshi),Bitter gourd,Other,FAQ,15-09-2024,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Chilly Capsicum,Other,FAQ,15-09-2024,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Coriander(Leaves),Other,FAQ,15-09-2024,40,50,45
Maharashtra,Pune,Pune(Moshi),Methi(Leaves),Other,FAQ,15-09-2024,20,25,23
Maharashtra,Pune,Pune(Moshi),Papaya,Other,Local,15-09-2024,2000,2000,2000
Maharashtra,Pune,Pune(Moshi),Sweet Potato,Other,FAQ,15-09-2024,2500,2500,2500
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,FAQ,15-09-2024,4500,4500,4500
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,FAQ,15-09-2024,15,30,23
Maharashtra,Pune,Pune(Pimpri),Onion Green,Other,FAQ,15-09-2024,6,7,7
Maharashtra,Raigad,Panvel,Guar,Other,FAQ,15-09-2024,7500,8000,7750
Maharashtra,Satara,Satara,Cabbage,Other,FAQ,15-09-2024,800,1000,900
Maharashtra,Satara,Satara,Drumstick,Other,FAQ,15-09-2024,4000,5000,4500
Maharashtra,Satara,Satara,Onion,Other,FAQ,15-09-2024,3500,5000,4250
Maharashtra,Satara,Satara,Peas Wet,Other,FAQ,15-09-2024,10000,15000,12500
Maharashtra,Sholapur,Mangal Wedha,Brinjal,Other,FAQ,15-09-2024,1000,7000,4600
Maharashtra,Sholapur,Mangal Wedha,Coriander(Leaves),Other,FAQ,15-09-2024,30,42,35
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,FAQ,15-09-2024,700,2700,2000
Odisha,Balasore,Jaleswar,Onion,Other,FAQ,15-09-2024,5000,5400,5200
Odisha,Balasore,Jaleswar,Potato,Other,FAQ,15-09-2024,2000,2400,2200
Odisha,Bargarh,Bargarh,Brinjal,Other,FAQ,15-09-2024,2800,3000,2900
Odisha,Bargarh,Bargarh,Onion,Other,FAQ,15-09-2024,3400,3600,3500
Odisha,Bargarh,Bargarh(Barapalli),Potato,Other,FAQ,15-09-2024,3600,3800,3700
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,FAQ,15-09-2024,4400,4600,4500
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,15-09-2024,3000,4000,3500
Odisha,Dhenkanal,Hindol,Onion,Other,FAQ,15-09-2024,4000,5000,4500
Odisha,Dhenkanal,Hindol,Pointed gourd (Parval),Other,FAQ,15-09-2024,4000,5000,4500
Odisha,Kalahandi,Mukhiguda,Tomato,Tomato,FAQ,15-09-2024,3000,3600,3300
Odisha,Nuapada,Khariar Road,Onion,Other,FAQ,15-09-2024,6000,6100,6000
Odisha,Nuapada,Khariar Road,Pointed gourd (Parval),Other,FAQ,15-09-2024,6000,6100,6000
Odisha,Nuapada,Khariar Road,Tomato,Other,FAQ,15-09-2024,3000,3500,3000
Odisha,Puri,Nimapara,Brinjal,Other,FAQ,15-09-2024,3000,5000,4000
Punjab,Amritsar,Chogawan,Bhindi(Ladies Finger),Bhindi,FAQ,15-09-2024,800,1100,900
Punjab,Hoshiarpur,Tanda Urmur,Potato,Other,FAQ,15-09-2024,2400,3000,2600
Punjab,kapurthala,Sultanpur,Colacasia,Other,FAQ,15-09-2024,2400,2500,2500
Punjab,Patiala,Rajpura,Capsicum,Other,FAQ,15-09-2024,3000,4000,3500
Punjab,Patiala,Rajpura,Onion,Local,FAQ,15-09-2024,3000,4000,3800
Punjab,Sangrur,Ahmedgarh,Pumpkin,Other,FAQ,15-09-2024,800,900,800
Punjab,Sangrur,Bhawanigarh,Pomegranate,Other,Medium,15-09-2024,13000,13000,13000
Punjab,Sangrur,Bhawanigarh,Potato,Other,FAQ,15-09-2024,1000,1200,1100
Punjab,Tarntaran,Naushera Pannuan,Bhindi(Ladies Finger),Other,FAQ,15-09-2024,2300,2500,2500
Punjab,Tarntaran,Naushera Pannuan,Bitter gourd,Bitter Gourd,FAQ,15-09-2024,2500,2500,2500
Punjab,Tarntaran,Patti,Bhindi(Ladies Finger),Other,FAQ,15-09-2024,1500,2000,1800
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,15-09-2024,1000,1500,1200
Punjab,Tarntaran,Patti,Colacasia,Other,FAQ,15-09-2024,2200,2600,2400
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,FAQ,15-09-2024,2200,2500,2400
Punjab,Tarntaran,Tarantaran,Cabbage,Cabbage,FAQ,15-09-2024,2400,2600,2500
Punjab,Tarntaran,Tarantaran,Peas cod,Other,FAQ,15-09-2024,8000,9000,8500
Punjab,Tarntaran,Tarantaran,Potato,Other,FAQ,15-09-2024,1700,2000,1800
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,15-09-2024,1600,2000,1800
Punjab,Tarntaran,Tarantaran,Raddish,Other,FAQ,15-09-2024,1800,2200,2000
Rajasthan,Jalore,Jalore,Guar,Gwar,FAQ,15-09-2024,5500,5800,5700
Rajasthan,Jalore,Jalore,Lemon,Other,FAQ,15-09-2024,2500,2800,2700
Rajasthan,Tonk,Malpura,Black Gram (Urd Beans)(Whole),Other,FAQ,15-09-2024,7600,8100,7900
Rajasthan,Tonk,Malpura,Green Gram (Moong)(Whole),Other,FAQ,15-09-2024,7100,7650,7400
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Amaranthus,Amaranthus,Local,15-09-2024,3000,3600,3600
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Chow Chow,Chow Chow,Local,15-09-2024,3000,3600,3600
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Drumstick,Drumstick,Local,15-09-2024,4500,5400,5400
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Mint(Pudina),Mint(Pudina),Local,15-09-2024,5000,5600,5600
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Onion,Bellary,Local,15-09-2024,5500,6400,6400
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Potato,(Red Nanital),Local,15-09-2024,4500,5200,5200
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Snakeguard,Snakeguard,Local,15-09-2024,3500,4200,4200
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Tomato,Deshi,Local,15-09-2024,3000,3600,3600
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,3500,3500,3500
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,3400,4000,4000
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,3000,3400,3400
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,14000,15000,15000
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,6000,8000,8000
Tamil Nadu,Chengalpattu,Chengalpet(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Chengalpet(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,3200,3400,3400
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,1500,2000,2000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,15-09-2024,5000,6000,6000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,7000,8000,8000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,1200,1500,1500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,15-09-2024,8500,9000,9000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,2000,2500,2500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,2000,2500,2500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,14000,15000,15000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,14000,15000,15000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,7500,8000,8000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Orange,Darjeeling,Local,15-09-2024,11000,12000,12000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Papaya,Papaya,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,15-09-2024,9000,10000,10000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,3000,3500,3500
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1500,2000,2000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,3500,4500,4500
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,15-09-2024,1800,2000,2000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,2200,2500,2500
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,15-09-2024,1500,2000,2000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,3000,4000,4000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,15-09-2024,6500,7000,7000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,4500,5000,5000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,15-09-2024,6000,7000,7000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Maize,Deshi Red,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,15-09-2024,7000,7500,7500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,5000,5500,5500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,3000,3500,3500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,2500,4000,4000
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2800,3200,3200
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,2000,2200,2200
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,4800,5200,5200
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,4000,4400,4400
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1500,1800,1800
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,3000,8000,8000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,15-09-2024,3400,3800,3800
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,3000,3400,3400
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,6500,7000,7000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,3600,4000,4000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,15000,16000,16000
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,15-09-2024,3600,4000,4000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,15-09-2024,8000,9000,9000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,1500,2000,2000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,4000,5500,5500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3200,3600,3600
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,5000,5500,5500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,3500,4500,4500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Papaya,Papaya,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2800,3200,3200
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,3000,5600,5600
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,15-09-2024,3000,3600,3600
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,15-09-2024,4500,5000,5000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Grapes,Annabesahai,Local,15-09-2024,10000,11000,11000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,15-09-2024,5500,6000,6000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,15-09-2024,5000,5600,5600
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,4000,4400,4400
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,3000,6500,6500
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,4000,5600,5600
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,15-09-2024,5000,5500,5500
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3500,3800,3800
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Colacasia,Colacasia,Local,15-09-2024,5500,6000,6000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Garlic,Average,Local,15-09-2024,20000,35000,35000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,5000,7500,7500
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,15-09-2024,7000,8000,8000
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,3000,3400,3400
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,7000,8000,8000
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Raddish,Raddish,Local,15-09-2024,3000,3800,3800
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,2600,3000,3000
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2800,3200,3200
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,4500,5600,5600
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,5500,5800,5800
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,15-09-2024,2000,2200,2200
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,13000,14000,14000
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,15-09-2024,2600,3000,3000
Tamil Nadu,Coimbatore,Udumalpet,Amaranthus,Amaranthus,Local,15-09-2024,1000,1500,1500
Tamil Nadu,Coimbatore,Udumalpet,Amla(Nelli Kai),Amla,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Coimbatore,Udumalpet,Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Coimbatore,Udumalpet,Cauliflower,Ranchi,Local,15-09-2024,2000,2800,2800
Tamil Nadu,Coimbatore,Udumalpet,Chikoos(Sapota),Sapota,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Coimbatore,Udumalpet,Mashrooms,Mashrooms,Local,15-09-2024,13000,16000,16000
Tamil Nadu,Coimbatore,Udumalpet,Raddish,Raddish,Local,15-09-2024,2000,2500,2500
Tamil Nadu,Coimbatore,Udumalpet,Sweet Potato,Hosur Red,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,15-09-2024,7500,8000,8000
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2600,3200,3200
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,1800,2200,2200
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,8000,8800,8800
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,12200,13600,13600
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,3000,3600,3600
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,6500,7500,7500
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,4000,4400,4400
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4000,6000,6000
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,1600,2000,2000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,2000,2000,2000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,4000,4000,4000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,15-09-2024,5000,5000,5000
