State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,8000,13000,13000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Raddish,Raddish,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Capsicum,Capsicum,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,15-09-2024,4500,5000,5000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,12000,14000,14000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,15-09-2024,14000,16000,16000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,3000,4000,4000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,3600,4000,4000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,15-09-2024,3000,4000,4000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Colacasia,Colacasia,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,15-09-2024,10000,13000,13000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Grapes,Annabesahai,Local,15-09-2024,10000,11000,11000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,15000,17000,17000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Lime,Lime,Local,15-09-2024,12000,15000,15000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,5500,6500,6500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1800,2000,2000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,3000,3000,3000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,4000,6000,6000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,7000,10000,10000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Chili Red,Bold,Local,15-09-2024,22000,22000,22000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,15-09-2024,6600,6600,6600
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Garlic,Average,Local,15-09-2024,30000,35000,35000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Grapes,Annabesahai,Local,15-09-2024,10000,10000,10000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,8000,8000,8000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,10000,11000,11000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,5500,6500,6500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Orange,Darjeeling,Local,15-09-2024,15000,15000,15000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,15-09-2024,6000,6000,6000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4800,4800,4800
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,2400,4000,4000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3600,4200,4200
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,15-09-2024,4000,7000,7000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Grapes,Annabesahai,Local,15-09-2024,10000,11000,11000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,15-09-2024,5000,6000,6000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,5500,6500,6500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,3000,4200,4200
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4500,6000,6000
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2400,3000,3000
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,1500,2400,2400
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,15-09-2024,6000,7000,7000
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1800,2000,2000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Capsicum,Capsicum,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,7000,16000,16000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,3000,4000,4000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1800,2000,2000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Raddish,Raddish,Local,15-09-2024,2400,2800,2800
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,2600,3200,3200
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,2400,3000,3000
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3600,4200,4200
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,6000,8000,8000
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,4000,5000,5000
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,2500,3600,3600
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,15-09-2024,1800,2600,2600
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,2600,3200,3200
Tamil Nadu,Madurai,Usilampatty,Ashgourd,Gouard,Local,15-09-2024,2000,2400,2400
Tamil Nadu,Madurai,Usilampatty,Bottle gourd,Bottle Gourd,Local,15-09-2024,1500,1800,1800
Tamil Nadu,Madurai,Usilampatty,Lemon,Lemon,Local,15-09-2024,16000,17000,17000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,15-09-2024,7000,8000,8000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,5000,5000,5000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,5000,6000,6000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,15-09-2024,3500,3500,3500
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,2000,2500,2500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,13000,15000,15000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,8000,8500,8500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,5000,7000,7000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,5500,6000,6000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Raddish,Raddish,Local,15-09-2024,3500,3500,3500
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,15-09-2024,6500,7000,7000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,15-09-2024,7000,8000,8000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,11000,12000,12000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,15-09-2024,11000,12000,12000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Banana - Green,Banana - Green,Local,15-09-2024,4800,5000,5000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,4800,5000,5000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Jasmine,Jasmine,Local,15-09-2024,180000,200000,200000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Papaya,Papaya,Local,15-09-2024,3800,4000,4000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Tamarind Fruit,Tamarind Fruit,Local,15-09-2024,10000,12000,12000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3400,3800,3800
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,14000,15000,15000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,8000,9000,9000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,2000,2500,2500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Water Melon,Water Melon,Local,15-09-2024,1200,1500,1500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,4200,4800,4800
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,9000,10000,10000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,4500,5500,5500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,2400,3000,3000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15-09-2024,2400,3000,3000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,2500,2800,2800
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,15-09-2024,3000,4000,4000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Potato,(Red Nanital),Local,15-09-2024,4500,4800,4800
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Tomato,Deshi,Local,15-09-2024,2000,2600,2600
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Water Melon,Water Melon,Local,15-09-2024,1000,1500,1500
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,15-09-2024,5200,6000,6000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,14000,16000,16000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,3000,3500,3500
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1600,2000,2000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Water Melon,Water Melon,Local,15-09-2024,1000,1200,1200
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,1500,1800,1800
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,8000,9000,9000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Fig(Anjura/Anjeer),Anjura,Local,15-09-2024,9000,10000,10000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,5000,5500,5500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Maize,Deshi Red,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,15-09-2024,1800,2000,2000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Thondekai,Thondekai,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Namakkal,Tiruchengode,Amla(Nelli Kai),Amla,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Namakkal,Tiruchengode,Bitter gourd,Bitter Gourd,Local,15-09-2024,4000,4500,4500
Tamil Nadu,Namakkal,Tiruchengode,Bottle gourd,Bottle Gourd,Local,15-09-2024,1200,1500,1500
Tamil Nadu,Namakkal,Tiruchengode,Cauliflower,Ranchi,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Tiruchengode,Chili Red,Bold,Local,15-09-2024,16000,18000,18000
Tamil Nadu,Namakkal,Tiruchengode,Drumstick,Drumstick,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Namakkal,Tiruchengode,Raddish,Raddish,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Namakkal,Tiruchengode,Snakeguard,Snakeguard,Local,15-09-2024,2400,2800,2800
Tamil Nadu,Namakkal,Tiruchengode,Tapioca,Tapioca,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Namakkal,Tiruchengode,Yam (Ratalu),Yam (Ratalu),Local,15-09-2024,5000,6000,6000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15-09-2024,3000,3000,3000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,4000,4000,4000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15-09-2024,1400,1400,1400
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,15-09-2024,2800,2800,2800
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,10400,10400,10400
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,15-09-2024,5000,5000,5000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3000,3000,3000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Grapes,Annabesahai,Local,15-09-2024,10000,12000,12000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,4000,4000,4000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,15-09-2024,8000,8000,8000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,15-09-2024,13000,13000,13000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,4500,4500,4500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,6400,6400,6400
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,15-09-2024,12000,12000,12000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,15-09-2024,10000,10000,10000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Papaya,Papaya,Local,15-09-2024,1500,2000,2000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,4500,5000,5000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,5000,6000,6000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Onion,Bellary,Local,15-09-2024,5000,5500,5500
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,4000,4500,4500
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,800,1000,1000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Coconut,Coconut,Local,15-09-2024,3000,3500,3500
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,2500,3000,3000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,15-09-2024,2000,2500,2500
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,15-09-2024,2500,3000,3000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,15000,16000,16000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,4000,5000,5000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,15-09-2024,7000,8000,8000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Garlic,Average,Local,15-09-2024,30000,35000,35000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,15-09-2024,18000,20000,20000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,15-09-2024,7000,8000,8000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Banana,Besrai,Local,15-09-2024,5000,6000,6000
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,15-09-2024,3500,4000,4000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,15-09-2024,3500,4000,4000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,15-09-2024,7000,8000,8000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Brinjal,Round,Local,15-09-2024,6000,7000,7000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Carrot,Pusakesar,Local,15-09-2024,7000,8000,8000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Jasmine,Jasmine,Local,15-09-2024,150000,200000,200000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Lemon,Lemon,Local,15-09-2024,12000,14000,14000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,15-09-2024,4000,5000,5000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15-09-2024,1000,1200,1200
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Raddish,Raddish,Local,15-09-2024,4000,4500,4500
